step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
132	[-0.0, 0.07, -0.08, -0.05, 0.22, -0.08, 1.0]	[-0.13, 0.01, 1.05]	[0.04, -0.21, 0.81]	[-0.08, -0.02, 1.01]	[-0.08, 0.0, 0.88]
133	[-0.04, -0.07, 0.05, -0.04, 0.23, -0.06, 1.0]	[-0.13, 0.01, 1.05]	[0.04, -0.21, 0.81]	[-0.08, -0.02, 1.01]	[-0.08, 0.0, 0.88]
134	[-0.1, 0.0, -0.17, -0.02, 0.21, -0.05, 1.0]	[-0.13, 0.01, 1.05]	[0.04, -0.21, 0.81]	[-0.08, -0.02, 1.01]	[-0.08, 0.0, 0.88]
135	[-0.14, -0.04, -0.02, -0.02, 0.2, -0.04, 1.0]	[-0.13, 0.01, 1.05]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.01]	[-0.08, 0.0, 0.88]
136	[-0.14, 0.2, -0.15, -0.03, 0.18, -0.03, 1.0]	[-0.13, 0.01, 1.05]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.01]	[-0.08, 0.0, 0.88]
137	[-0.1, 0.1, 0.01, -0.03, 0.18, -0.03, 1.0]	[-0.13, 0.01, 1.05]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.01]	[-0.08, 0.0, 0.88]
138	[-0.17, 0.1, -0.18, -0.03, 0.17, -0.03, 1.0]	[-0.13, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.0]	[-0.08, 0.0, 0.88]
139	[-0.4, 0.01, -0.03, -0.04, 0.15, -0.03, 1.0]	[-0.14, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.0]	[-0.08, 0.0, 0.88]
140	[-0.06, 0.15, -0.05, -0.05, 0.14, -0.02, 1.0]	[-0.14, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.0]	[-0.08, 0.0, 0.88]
141	[-0.08, 0.05, 0.26, -0.06, 0.13, -0.01, 1.0]	[-0.14, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.0]	[-0.08, 0.0, 0.88]
142	[0.0, 0.0, -0.05, -0.06, 0.13, -0.01, 1.0]	[-0.14, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.0]	[-0.08, 0.0, 0.88]
143	[-0.06, -0.11, 0.26, -0.06, 0.14, -0.0, 1.0]	[-0.14, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.0]	[-0.08, 0.0, 0.88]
144	[0.1, -0.02, 0.08, -0.06, 0.14, 0.0, 1.0]	[-0.14, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.0]	[-0.08, 0.0, 0.88]
145	[-0.03, -0.09, 0.22, -0.06, 0.15, 0.01, 1.0]	[-0.14, 0.02, 1.05]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.01]	[-0.08, 0.0, 0.88]
146	[0.15, 0.11, 0.18, -0.07, 0.15, 0.02, 1.0]	[-0.14, 0.02, 1.06]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.01]	[-0.08, 0.0, 0.88]
147	[0.11, 0.12, 0.27, -0.07, 0.15, 0.02, 1.0]	[-0.14, 0.02, 1.06]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.01]	[-0.08, 0.0, 0.88]
148	[0.26, 0.23, 0.21, -0.08, 0.15, 0.02, 1.0]	[-0.14, 0.02, 1.06]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.01]	[-0.08, 0.0, 0.88]
149	[0.12, 0.0, 0.21, -0.08, 0.16, 0.02, 1.0]	[-0.14, 0.02, 1.06]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.02]	[-0.08, 0.0, 0.88]
150	[0.29, 0.15, 0.19, -0.08, 0.16, 0.01, 1.0]	[-0.13, 0.02, 1.07]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.02]	[-0.08, 0.0, 0.88]
151	[0.26, 0.1, 0.3, -0.07, 0.16, 0.02, 1.0]	[-0.13, 0.02, 1.07]	[0.04, -0.21, 0.81]	[-0.1, -0.01, 1.02]	[-0.08, 0.0, 0.88]
152	[0.32, 0.16, 0.23, -0.07, 0.16, 0.02, 1.0]	[-0.13, 0.02, 1.07]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.02]	[-0.08, 0.0, 0.88]
153	[0.1, 0.1, 0.36, -0.06, 0.16, 0.02, 1.0]	[-0.13, 0.03, 1.08]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.03]	[-0.08, 0.0, 0.88]
154	[0.35, 0.2, 0.27, -0.06, 0.17, 0.01, 1.0]	[-0.12, 0.03, 1.08]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.03]	[-0.08, 0.0, 0.88]
155	[0.11, 0.11, 0.31, -0.05, 0.17, 0.0, 1.0]	[-0.12, 0.03, 1.09]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.03]	[-0.08, 0.0, 0.88]
156	[0.22, 0.25, 0.26, -0.06, 0.16, -0.0, 1.0]	[-0.12, 0.03, 1.09]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.04]	[-0.08, 0.0, 0.88]
157	[0.12, 0.11, 0.31, -0.06, 0.15, -0.01, 1.0]	[-0.12, 0.03, 1.09]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.04]	[-0.08, 0.0, 0.88]
158	[0.2, 0.24, 0.2, -0.06, 0.14, -0.01, 1.0]	[-0.12, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.09, 0.0, 1.05]	[-0.08, 0.0, 0.88]
159	[0.02, 0.05, 0.14, -0.07, 0.12, -0.01, 1.0]	[-0.11, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
160	[0.24, 0.12, 0.14, -0.07, 0.11, -0.01, 1.0]	[-0.11, 0.04, 1.1]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
161	[0.34, -0.06, 0.2, -0.06, 0.11, -0.02, 1.0]	[-0.11, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.08, 0.01, 1.05]	[-0.08, 0.0, 0.88]
162	[0.3, 0.04, 0.06, -0.06, 0.12, -0.02, 1.0]	[-0.11, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
163	[-0.06, -0.15, -0.04, -0.06, 0.1, -0.01, 1.0]	[-0.1, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.06]	[-0.08, 0.0, 0.88]
164	[0.13, -0.03, -0.09, -0.06, 0.1, -0.0, 1.0]	[-0.1, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.06]	[-0.08, 0.0, 0.88]
165	[0.03, -0.22, -0.02, -0.05, 0.1, -0.01, 1.0]	[-0.1, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.06]	[-0.08, 0.0, 0.88]
166	[0.01, -0.11, -0.02, -0.04, 0.09, -0.01, 1.0]	[-0.1, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.05]	[-0.08, 0.0, 0.88]
167	[-0.04, -0.17, 0.1, -0.04, 0.09, -0.0, 1.0]	[-0.1, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.05]	[-0.08, 0.0, 0.88]
168	[-0.01, -0.14, 0.07, -0.04, 0.08, -0.0, 1.0]	[-0.1, 0.04, 1.11]	[0.04, -0.21, 0.81]	[-0.07, -0.0, 1.05]	[-0.08, 0.0, 0.88]
169	[-0.15, -0.16, 0.15, -0.04, 0.07, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.05]	[-0.08, 0.0, 0.88]
170	[0.0, -0.08, 0.11, -0.04, 0.06, 0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.06]	[-0.08, 0.0, 0.88]
171	[-0.02, -0.13, 0.09, -0.03, 0.07, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.06]	[-0.08, 0.0, 0.88]
172	[-0.04, -0.06, 0.03, -0.03, 0.07, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.06]	[-0.08, 0.0, 0.88]
173	[-0.14, -0.16, 0.04, -0.02, 0.07, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.06]	[-0.08, 0.0, 0.88]
174	[-0.09, -0.07, 0.01, -0.0, 0.07, -0.0, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.06]	[-0.08, 0.0, 0.88]
175	[-0.11, -0.1, -0.05, 0.01, 0.07, -0.01, 1.0]	[-0.1, 0.03, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.02, 1.06]	[-0.08, 0.0, 0.88]
176	[-0.14, -0.06, -0.0, 0.01, 0.06, -0.0, 1.0]	[-0.1, 0.02, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.02, 1.06]	[-0.08, 0.0, 0.88]
177	[-0.08, -0.05, 0.05, 0.01, 0.06, 0.0, 1.0]	[-0.1, 0.02, 1.11]	[0.04, -0.21, 0.81]	[-0.08, -0.02, 1.06]	[-0.08, 0.0, 0.88]
178	[-0.03, -0.02, 0.05, 0.02, 0.06, 0.0, 1.0]	[-0.1, 0.02, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.06]	[-0.08, 0.0, 0.88]
179	[-0.03, 0.05, 0.13, 0.02, 0.05, 0.01, 1.0]	[-0.1, 0.02, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.06]	[-0.08, 0.0, 0.88]
180	[-0.01, 0.09, 0.07, 0.02, 0.05, 0.01, 1.0]	[-0.1, 0.02, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.06]	[-0.08, 0.0, 0.88]
181	[-0.07, 0.02, 0.14, 0.02, 0.05, 0.01, 1.0]	[-0.1, 0.02, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.06]	[-0.08, 0.0, 0.88]
182	[-0.08, 0.1, 0.08, 0.02, 0.04, 0.01, 1.0]	[-0.1, 0.02, 1.11]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.06]	[-0.08, 0.0, 0.88]
183	[-0.06, -0.07, 0.15, 0.02, 0.03, 0.0, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.02, 1.06]	[-0.08, 0.0, 0.88]
184	[0.02, 0.09, 0.14, 0.01, 0.03, 0.01, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
185	[-0.04, 0.01, 0.2, 0.01, 0.03, 0.01, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
186	[0.04, 0.1, 0.17, 0.01, 0.02, 0.0, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
187	[-0.01, 0.06, 0.22, 0.01, 0.02, 0.01, 1.0]	[-0.1, 0.03, 1.12]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
188	[0.1, 0.12, 0.12, 0.01, 0.02, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
189	[-0.02, 0.03, 0.13, 0.0, 0.01, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
190	[0.06, 0.12, 0.07, 0.0, 0.01, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
191	[0.06, 0.06, 0.03, -0.0, 0.01, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.08]	[-0.08, 0.0, 0.88]
192	[0.06, 0.08, 0.06, -0.0, 0.01, -0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.08]	[-0.08, 0.0, 0.88]
193	[0.13, 0.13, 0.14, -0.01, 0.01, -0.01, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.08]	[-0.08, 0.0, 0.88]
194	[0.07, 0.08, 0.06, -0.01, 0.01, -0.01, 1.0]	[-0.1, 0.03, 1.13]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.08]	[-0.08, 0.0, 0.88]
195	[0.06, 0.01, 0.02, -0.01, 0.01, -0.01, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.09, -0.01, 1.08]	[-0.08, 0.0, 0.88]
196	[0.14, 0.01, 0.06, -0.0, 0.01, -0.01, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.08]	[-0.08, 0.0, 0.88]
197	[0.03, 0.02, 0.05, -0.0, 0.01, -0.01, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.08]	[-0.08, 0.0, 0.88]
198	[0.13, 0.09, 0.13, -0.0, 0.01, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.08]	[-0.08, 0.0, 0.88]
199	[0.14, 0.08, 0.16, -0.01, 0.01, -0.01, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.09, -0.0, 1.08]	[-0.08, 0.0, 0.88]
200	[0.09, 0.11, 0.21, -0.01, 0.0, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.08]	[-0.08, 0.0, 0.88]
201	[0.18, 0.05, 0.23, -0.01, 0.01, -0.0, 1.0]	[-0.09, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.09]	[-0.08, 0.0, 0.88]
202	[0.16, 0.08, 0.2, -0.01, 0.01, -0.0, 1.0]	[-0.09, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.09]	[-0.08, 0.0, 0.88]
203	[0.17, 0.03, 0.17, -0.0, 0.01, -0.0, 1.0]	[-0.09, 0.04, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.0, 1.09]	[-0.08, 0.0, 0.88]
204	[0.13, 0.08, 0.15, -0.0, 0.01, -0.0, 1.0]	[-0.09, 0.04, 1.15]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.09]	[-0.08, 0.0, 0.88]
205	[0.19, 0.09, 0.1, 0.0, 0.02, -0.01, 1.0]	[-0.09, 0.04, 1.15]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.1]	[-0.08, 0.0, 0.88]
206	[0.1, 0.11, 0.13, 0.0, 0.01, -0.01, 1.0]	[-0.09, 0.04, 1.15]	[0.04, -0.21, 0.81]	[-0.08, 0.0, 1.1]	[-0.08, 0.0, 0.88]
207	[0.05, 0.14, 0.13, -0.0, 0.0, -0.0, 1.0]	[-0.08, 0.04, 1.16]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.1]	[-0.08, 0.0, 0.88]
208	[0.09, 0.14, 0.1, -0.0, -0.01, -0.0, 1.0]	[-0.08, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.07, 0.0, 1.1]	[-0.08, 0.0, 0.88]
209	[0.05, 0.05, 0.01, -0.01, -0.02, 0.0, 1.0]	[-0.08, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.07, 0.01, 1.1]	[-0.08, 0.0, 0.88]
210	[0.06, 0.1, -0.0, -0.01, -0.03, 0.0, 1.0]	[-0.08, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.07, 0.01, 1.1]	[-0.08, 0.0, 0.88]
211	[0.1, 0.0, -0.11, -0.01, -0.04, -0.0, 1.0]	[-0.08, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.07, 0.01, 1.1]	[-0.08, 0.0, 0.88]
212	[0.15, 0.07, -0.04, -0.01, -0.04, -0.0, 1.0]	[-0.08, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.07, 0.01, 1.1]	[-0.08, 0.0, 0.88]
213	[0.13, 0.09, -0.02, -0.01, -0.03, -0.0, 1.0]	[-0.08, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.07, 0.01, 1.1]	[-0.08, 0.0, 0.88]
214	[0.09, 0.05, -0.02, -0.01, -0.03, -0.0, 1.0]	[-0.07, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
215	[-0.02, -0.03, -0.07, -0.01, -0.02, -0.0, 1.0]	[-0.07, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
216	[-0.01, -0.04, -0.04, -0.01, -0.03, -0.0, 1.0]	[-0.07, 0.05, 1.16]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
217	[-0.02, -0.07, 0.0, -0.01, -0.03, -0.0, 1.0]	[-0.07, 0.05, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
218	[-0.04, -0.1, 0.0, -0.01, -0.03, -0.0, 1.0]	[-0.07, 0.05, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
219	[0.11, -0.09, 0.0, -0.01, -0.03, 0.0, 1.0]	[-0.07, 0.05, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
220	[-0.02, -0.12, -0.03, -0.01, -0.03, 0.0, 1.0]	[-0.07, 0.05, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
221	[0.05, -0.14, -0.07, -0.01, -0.03, 0.0, 1.0]	[-0.07, 0.05, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
222	[-0.07, -0.12, -0.09, -0.0, -0.03, 0.0, 1.0]	[-0.07, 0.05, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.01, 1.1]	[-0.08, 0.0, 0.88]
223	[-0.08, -0.19, -0.13, -0.0, -0.03, 0.0, 1.0]	[-0.07, 0.05, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.0, 1.1]	[-0.08, 0.0, 0.88]
224	[-0.11, -0.12, -0.13, -0.0, -0.03, 0.0, 1.0]	[-0.07, 0.04, 1.15]	[0.04, -0.21, 0.81]	[-0.06, 0.0, 1.09]	[-0.08, 0.0, 0.88]
225	[-0.05, -0.19, -0.2, 0.0, -0.03, 0.0, 1.0]	[-0.07, 0.04, 1.15]	[0.04, -0.21, 0.81]	[-0.06, -0.0, 1.09]	[-0.08, 0.0, 0.88]
226	[-0.11, -0.14, -0.1, 0.0, -0.03, 0.0, 1.0]	[-0.07, 0.04, 1.15]	[0.04, -0.21, 0.81]	[-0.06, -0.0, 1.09]	[-0.08, 0.0, 0.88]
227	[-0.18, -0.09, -0.08, 0.01, -0.03, 0.0, 1.0]	[-0.07, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.06, -0.0, 1.09]	[-0.08, 0.0, 0.88]
228	[-0.15, -0.07, -0.02, 0.0, -0.03, 0.01, 1.0]	[-0.07, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.06, -0.01, 1.09]	[-0.08, 0.0, 0.88]
229	[-0.06, -0.11, 0.03, 0.0, -0.03, 0.0, 1.0]	[-0.08, 0.04, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.09]	[-0.08, 0.0, 0.88]
230	[-0.11, -0.07, 0.02, 0.0, -0.02, 0.01, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.08]	[-0.08, 0.0, 0.88]
231	[-0.12, -0.09, 0.01, 0.0, -0.02, 0.01, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.08]	[-0.08, 0.0, 0.88]
232	[-0.13, -0.07, 0.01, 0.0, -0.02, 0.01, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.08]	[-0.08, 0.0, 0.88]
233	[-0.03, 0.04, 0.07, 0.01, -0.01, 0.01, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.08]	[-0.08, 0.0, 0.88]
234	[-0.07, -0.04, 0.04, 0.01, -0.01, 0.01, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.09]	[-0.08, 0.0, 0.88]
235	[0.02, 0.02, 0.08, 0.01, -0.0, 0.0, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.09]	[-0.08, 0.0, 0.88]
236	[-0.06, 0.01, 0.08, 0.0, 0.01, 0.0, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.09]	[-0.08, 0.0, 0.88]
237	[-0.08, -0.02, 0.06, 0.0, 0.01, 0.0, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.09]	[-0.08, 0.0, 0.88]
238	[-0.07, 0.01, 0.06, 0.0, 0.01, -0.0, 1.0]	[-0.08, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.09]	[-0.08, 0.0, 0.88]
239	[-0.05, 0.02, 0.08, 0.0, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.07, -0.01, 1.09]	[-0.08, 0.0, 0.88]
240	[-0.07, -0.02, 0.02, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
241	[-0.03, 0.04, 0.05, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
242	[-0.03, -0.01, 0.02, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
243	[-0.0, 0.03, 0.05, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
244	[-0.04, 0.01, -0.01, 0.01, 0.01, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
245	[0.01, 0.0, -0.08, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
246	[-0.02, 0.0, -0.05, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
247	[0.0, -0.03, -0.08, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
248	[-0.01, -0.01, -0.06, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
249	[-0.05, -0.07, -0.0, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
250	[-0.02, -0.01, -0.04, 0.01, 0.0, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
251	[-0.0, 0.0, -0.01, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
252	[-0.01, 0.04, 0.01, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
253	[0.0, 0.03, 0.02, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
254	[-0.0, 0.03, 0.02, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
255	[-0.03, 0.04, 0.02, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
256	[-0.01, 0.01, -0.03, 0.01, 0.01, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
257	[-0.05, 0.01, -0.01, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
258	[-0.02, 0.0, -0.03, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
259	[-0.05, 0.04, 0.02, 0.01, -0.0, -0.0, 1.0]	[-0.09, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
260	[-0.05, 0.01, 0.06, 0.01, -0.0, -0.01, 1.0]	[-0.09, 0.03, 1.14]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
261	[-0.0, 0.02, 0.07, 0.01, -0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
262	[0.0, 0.0, 0.04, 0.01, 0.0, -0.0, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
263	[0.0, 0.02, 0.02, 0.01, 0.0, -0.01, 1.0]	[-0.09, 0.03, 1.15]	[0.04, -0.21, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
