step	action	robot0_eef_pos	tool_pos	frame_pos	stand_pos
132	[0.06, 0.14, 0.06, -0.05, 0.2, -0.09, 1.0]	[-0.11, 0.05, 1.06]	[0.03, -0.19, 0.81]	[-0.07, 0.01, 1.02]	[-0.08, 0.0, 0.88]
133	[-0.11, -0.31, 0.16, -0.05, 0.2, -0.09, 1.0]	[-0.11, 0.05, 1.06]	[0.03, -0.19, 0.81]	[-0.07, 0.02, 1.02]	[-0.08, 0.0, 0.88]
134	[0.0, 0.06, 0.06, -0.06, 0.2, -0.08, 1.0]	[-0.11, 0.05, 1.06]	[0.03, -0.19, 0.81]	[-0.07, 0.01, 1.02]	[-0.08, 0.0, 0.88]
135	[-0.06, -0.03, 0.19, -0.07, 0.19, -0.06, 1.0]	[-0.11, 0.05, 1.07]	[0.03, -0.19, 0.81]	[-0.07, 0.01, 1.02]	[-0.08, 0.0, 0.88]
136	[-0.07, 0.0, 0.02, -0.08, 0.17, -0.05, 1.0]	[-0.11, 0.05, 1.07]	[0.03, -0.19, 0.81]	[-0.07, 0.01, 1.03]	[-0.08, 0.0, 0.88]
137	[-0.04, -0.34, 0.06, -0.08, 0.16, -0.03, 1.0]	[-0.11, 0.05, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.01, 1.03]	[-0.08, 0.0, 0.88]
138	[-0.1, -0.14, 0.14, -0.08, 0.15, -0.02, 1.0]	[-0.11, 0.05, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.01, 1.03]	[-0.08, 0.0, 0.88]
139	[-0.05, 0.0, 0.05, -0.08, 0.13, -0.01, 1.0]	[-0.11, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
140	[-0.03, 0.01, 0.05, -0.08, 0.12, -0.0, 1.0]	[-0.11, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
141	[-0.05, -0.31, 0.11, -0.07, 0.12, 0.0, 1.0]	[-0.11, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
142	[-0.07, -0.14, 0.17, -0.06, 0.12, 0.01, 1.0]	[-0.11, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
143	[0.09, 0.08, 0.06, -0.06, 0.11, 0.02, 1.0]	[-0.11, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.03]	[-0.08, 0.0, 0.88]
144	[0.17, 0.16, 0.12, -0.07, 0.11, 0.03, 1.0]	[-0.11, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.03]	[-0.08, 0.0, 0.88]
145	[0.16, -0.02, 0.3, -0.07, 0.11, 0.03, 1.0]	[-0.11, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.03]	[-0.08, 0.0, 0.88]
146	[0.14, 0.02, 0.2, -0.06, 0.13, 0.02, 1.0]	[-0.11, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
147	[0.4, 0.14, 0.3, -0.06, 0.14, 0.01, 1.0]	[-0.11, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
148	[0.11, 0.06, 0.27, -0.06, 0.15, 0.01, 1.0]	[-0.1, 0.04, 1.09]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
149	[0.15, 0.04, 0.11, -0.06, 0.15, 0.0, 1.0]	[-0.1, 0.04, 1.09]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
150	[0.06, 0.04, 0.29, -0.05, 0.15, 0.01, 1.0]	[-0.1, 0.04, 1.09]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
151	[0.08, 0.03, 0.07, -0.05, 0.14, 0.0, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
152	[-0.02, -0.08, 0.08, -0.04, 0.14, -0.0, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
153	[0.02, 0.06, 0.07, -0.03, 0.13, 0.0, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.05]	[-0.08, 0.0, 0.88]
154	[-0.16, -0.04, 0.02, -0.03, 0.12, 0.0, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.06]	[-0.08, 0.0, 0.88]
155	[0.02, 0.03, 0.03, -0.03, 0.11, -0.0, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.06]	[-0.08, 0.0, 0.88]
156	[-0.13, -0.15, 0.05, -0.02, 0.12, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.06]	[-0.08, 0.0, 0.88]
157	[-0.06, -0.04, -0.01, -0.02, 0.1, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.06]	[-0.08, 0.0, 0.88]
158	[-0.12, -0.06, -0.04, -0.01, 0.09, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.06]	[-0.08, 0.0, 0.88]
159	[-0.27, -0.2, -0.0, -0.01, 0.08, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
160	[-0.16, -0.06, -0.0, -0.0, 0.07, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
161	[-0.15, -0.04, 0.1, 0.0, 0.06, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
162	[-0.06, -0.05, 0.08, 0.0, 0.06, -0.0, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
163	[-0.1, -0.2, 0.14, 0.01, 0.06, -0.0, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
164	[-0.03, -0.06, 0.05, 0.01, 0.06, -0.0, 1.0]	[-0.11, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
165	[0.02, -0.05, 0.13, 0.01, 0.06, 0.0, 1.0]	[-0.11, 0.03, 1.1]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
166	[0.02, -0.11, 0.2, 0.0, 0.06, 0.01, 1.0]	[-0.11, 0.03, 1.1]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
167	[0.12, -0.04, 0.17, 0.01, 0.06, 0.01, 1.0]	[-0.11, 0.03, 1.11]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
168	[0.12, -0.0, 0.2, 0.0, 0.07, 0.01, 1.0]	[-0.11, 0.03, 1.11]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
169	[0.01, -0.04, 0.25, 0.0, 0.07, 0.01, 1.0]	[-0.1, 0.03, 1.11]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.06]	[-0.08, 0.0, 0.88]
170	[0.1, 0.08, 0.23, -0.0, 0.07, 0.01, 1.0]	[-0.1, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.07]	[-0.08, 0.0, 0.88]
171	[0.06, 0.08, 0.2, -0.0, 0.07, 0.01, 1.0]	[-0.1, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.07]	[-0.08, 0.0, 0.88]
172	[-0.11, 0.05, 0.16, -0.01, 0.07, 0.0, 1.0]	[-0.1, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.07]	[-0.08, 0.0, 0.88]
173	[0.02, 0.09, 0.22, -0.01, 0.06, 0.0, 1.0]	[-0.1, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.08]	[-0.08, 0.0, 0.88]
174	[0.03, 0.03, 0.21, -0.01, 0.06, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.08]	[-0.08, 0.0, 0.88]
175	[0.12, 0.03, 0.17, -0.01, 0.06, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.08]	[-0.08, 0.0, 0.88]
176	[0.01, -0.01, 0.13, -0.01, 0.05, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.08]	[-0.08, 0.0, 0.88]
177	[0.0, 0.02, 0.06, -0.01, 0.05, 0.01, 1.0]	[-0.1, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.08]	[-0.08, 0.0, 0.88]
178	[-0.0, 0.03, 0.01, -0.0, 0.04, 0.0, 1.0]	[-0.1, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
179	[-0.07, 0.0, 0.04, 0.0, 0.04, 0.0, 1.0]	[-0.1, 0.04, 1.13]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
180	[0.01, 0.07, 0.09, 0.0, 0.03, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
181	[-0.03, -0.02, 0.1, 0.0, 0.03, -0.01, 1.0]	[-0.1, 0.04, 1.14]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
182	[-0.02, 0.01, 0.05, 0.0, 0.03, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
183	[-0.06, -0.06, 0.06, 0.0, 0.02, -0.01, 1.0]	[-0.1, 0.04, 1.14]	[0.03, -0.19, 0.81]	[-0.08, -0.01, 1.09]	[-0.08, 0.0, 0.88]
184	[-0.01, -0.01, 0.07, 0.0, 0.02, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
185	[-0.03, -0.06, 0.01, 0.0, 0.02, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
186	[0.0, -0.04, 0.04, 0.0, 0.02, -0.0, 1.0]	[-0.1, 0.04, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
187	[-0.08, -0.02, 0.07, 0.0, 0.02, 0.0, 1.0]	[-0.1, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
188	[-0.09, -0.07, 0.08, 0.01, 0.01, -0.0, 1.0]	[-0.1, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
189	[-0.12, -0.1, 0.06, 0.01, 0.01, -0.0, 1.0]	[-0.1, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
190	[-0.04, -0.01, 0.06, 0.01, 0.01, -0.0, 1.0]	[-0.1, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
191	[-0.06, -0.01, 0.09, 0.01, 0.01, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
192	[-0.08, -0.04, 0.02, 0.01, 0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
193	[-0.08, -0.03, -0.05, 0.01, -0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
194	[0.06, 0.04, -0.13, 0.01, -0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
195	[-0.06, 0.02, -0.07, 0.01, 0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
196	[-0.06, 0.03, -0.03, 0.01, 0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
197	[-0.11, -0.04, 0.02, 0.01, 0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
198	[-0.08, 0.02, 0.01, 0.01, -0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
199	[-0.07, 0.01, 0.01, 0.01, 0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
200	[-0.08, 0.0, 0.04, 0.01, 0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
201	[-0.04, -0.01, -0.03, 0.01, -0.0, -0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.09]	[-0.08, 0.0, 0.88]
202	[-0.05, -0.02, -0.02, 0.01, 0.0, 0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
203	[-0.04, -0.08, -0.13, 0.01, 0.0, 0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
204	[-0.06, -0.02, -0.05, 0.01, 0.0, 0.0, 1.0]	[-0.11, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
205	[-0.01, -0.0, -0.05, 0.01, 0.0, 0.0, 1.0]	[-0.12, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
206	[-0.04, -0.04, -0.09, 0.01, 0.01, 0.0, 1.0]	[-0.12, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
207	[0.0, -0.1, -0.14, 0.01, 0.01, 0.0, 1.0]	[-0.12, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
208	[-0.06, -0.02, -0.12, 0.01, 0.01, 0.0, 1.0]	[-0.12, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
209	[0.0, -0.03, -0.14, 0.01, 0.0, 0.01, 1.0]	[-0.12, 0.03, 1.14]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.09]	[-0.08, 0.0, 0.88]
210	[-0.04, -0.02, -0.14, 0.01, -0.0, 0.01, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
211	[0.03, 0.02, -0.12, 0.01, -0.01, 0.01, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
212	[-0.03, -0.04, -0.1, 0.0, -0.01, 0.01, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
213	[0.06, -0.02, -0.14, 0.01, -0.01, 0.01, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
214	[0.03, -0.01, -0.07, 0.01, -0.01, 0.01, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
215	[0.05, 0.1, -0.2, 0.01, -0.01, 0.01, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
216	[0.04, 0.03, -0.11, 0.0, -0.02, 0.01, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
217	[0.11, 0.08, -0.33, 0.0, -0.02, 0.0, 1.0]	[-0.12, 0.03, 1.13]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.08]	[-0.08, 0.0, 0.88]
218	[0.11, 0.09, -0.23, 0.01, -0.03, -0.0, 1.0]	[-0.12, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.07]	[-0.08, 0.0, 0.88]
219	[0.06, 0.06, -0.16, 0.0, -0.03, -0.0, 1.0]	[-0.11, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.1, -0.01, 1.07]	[-0.08, 0.0, 0.88]
220	[0.23, 0.11, -0.3, 0.0, -0.04, -0.0, 1.0]	[-0.11, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
221	[0.13, 0.02, -0.13, 0.0, -0.03, -0.01, 1.0]	[-0.11, 0.03, 1.12]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.07]	[-0.08, 0.0, 0.88]
222	[0.29, 0.09, -0.33, 0.01, -0.04, -0.01, 1.0]	[-0.11, 0.03, 1.11]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
223	[0.27, 0.06, -0.22, 0.01, -0.04, -0.01, 1.0]	[-0.11, 0.03, 1.11]	[0.03, -0.19, 0.81]	[-0.09, -0.01, 1.06]	[-0.08, 0.0, 0.88]
224	[0.14, 0.06, -0.19, 0.01, -0.04, -0.01, 1.0]	[-0.11, 0.03, 1.11]	[0.03, -0.19, 0.81]	[-0.09, -0.0, 1.06]	[-0.08, 0.0, 0.88]
225	[0.19, 0.01, -0.17, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.11]	[0.03, -0.19, 0.81]	[-0.09, -0.0, 1.06]	[-0.08, 0.0, 0.88]
226	[0.1, -0.01, -0.12, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.11]	[0.03, -0.19, 0.81]	[-0.09, -0.0, 1.06]	[-0.08, 0.0, 0.88]
227	[0.1, 0.04, -0.1, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
228	[0.09, -0.01, -0.11, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
229	[0.05, 0.03, -0.05, 0.01, -0.04, -0.01, 1.0]	[-0.1, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
230	[0.03, -0.03, -0.06, 0.0, -0.04, -0.01, 1.0]	[-0.09, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
231	[0.2, -0.03, -0.16, 0.0, -0.05, -0.02, 1.0]	[-0.09, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
232	[0.04, -0.02, -0.1, 0.0, -0.04, -0.02, 1.0]	[-0.09, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
233	[0.08, 0.06, -0.14, -0.0, -0.04, -0.02, 1.0]	[-0.09, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
234	[0.05, -0.01, -0.22, 0.0, -0.05, -0.02, 1.0]	[-0.09, 0.04, 1.1]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.05]	[-0.08, 0.0, 0.88]
235	[0.01, 0.07, -0.14, 0.0, -0.05, -0.02, 1.0]	[-0.09, 0.04, 1.09]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
236	[-0.07, 0.05, -0.27, 0.0, -0.05, -0.03, 1.0]	[-0.09, 0.04, 1.09]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
237	[-0.02, 0.08, -0.14, 0.0, -0.06, -0.03, 1.0]	[-0.09, 0.04, 1.09]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
238	[-0.07, 0.15, -0.25, 0.0, -0.06, -0.04, 1.0]	[-0.09, 0.04, 1.09]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.04]	[-0.08, 0.0, 0.88]
239	[0.0, 0.13, -0.12, 0.0, -0.06, -0.04, 1.0]	[-0.09, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.03]	[-0.08, 0.0, 0.88]
240	[0.01, 0.14, -0.18, 0.0, -0.06, -0.04, 1.0]	[-0.09, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.03]	[-0.08, 0.0, 0.88]
241	[0.07, 0.03, -0.08, 0.0, -0.06, -0.03, 1.0]	[-0.09, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
242	[-0.03, 0.01, -0.23, 0.01, -0.06, -0.03, 1.0]	[-0.09, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
243	[-0.01, 0.04, -0.12, 0.01, -0.06, -0.03, 1.0]	[-0.09, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
244	[-0.14, 0.0, -0.3, 0.02, -0.07, -0.03, 1.0]	[-0.09, 0.04, 1.08]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
245	[-0.09, 0.02, -0.18, 0.02, -0.07, -0.03, 1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.03]	[-0.08, 0.0, 0.88]
246	[-0.22, 0.01, -0.43, 0.02, -0.08, -0.02, 1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.02]	[-0.08, 0.0, 0.88]
247	[0.02, -0.07, -0.23, 0.02, -0.08, -0.02, 1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.02]	[-0.08, 0.0, 0.88]
248	[-0.02, -0.09, -0.37, 0.03, -0.09, -0.01, 1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.02]	[-0.08, 0.0, 0.88]
249	[0.06, -0.01, -0.15, 0.03, -0.08, 0.0, 1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.02]	[-0.08, 0.0, 0.88]
250	[-0.08, -0.06, -0.2, 0.03, -0.08, 0.01, -1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.02]	[-0.08, 0.0, 0.88]
251	[0.01, 0.01, -0.19, 0.03, -0.08, 0.02, -1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.02]	[-0.08, 0.0, 0.88]
252	[-0.23, -0.02, -0.23, 0.03, -0.09, 0.02, -1.0]	[-0.09, 0.04, 1.07]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
253	[0.16, 0.2, -0.15, 0.02, -0.08, 0.02, -1.0]	[-0.09, 0.04, 1.06]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 1.02]	[-0.08, 0.0, 0.88]
254	[0.02, 0.04, -0.2, 0.02, -0.08, 0.02, -1.0]	[-0.09, 0.04, 1.06]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 1.01]	[-0.08, 0.0, 0.88]
255	[-0.1, 0.03, -0.36, 0.02, -0.1, 0.03, -1.0]	[-0.09, 0.04, 1.06]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 0.99]	[-0.08, 0.0, 0.88]
256	[-0.0, -0.05, -0.53, 0.03, -0.12, 0.04, -1.0]	[-0.09, 0.04, 1.06]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 0.98]	[-0.08, 0.0, 0.88]
257	[0.04, -0.07, -0.47, 0.04, -0.12, 0.03, -1.0]	[-0.09, 0.05, 1.05]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 0.98]	[-0.08, 0.0, 0.88]
258	[0.09, -0.16, -0.59, 0.05, -0.13, 0.04, -1.0]	[-0.09, 0.04, 1.05]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 0.97]	[-0.08, 0.0, 0.88]
259	[0.09, -0.05, -0.25, 0.05, -0.13, 0.04, -1.0]	[-0.09, 0.04, 1.04]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 0.96]	[-0.08, 0.0, 0.88]
260	[0.07, -0.17, -0.45, 0.06, -0.13, 0.04, -1.0]	[-0.09, 0.04, 1.03]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 0.96]	[-0.08, 0.0, 0.88]
261	[0.03, -0.13, -0.49, 0.07, -0.14, 0.04, -1.0]	[-0.09, 0.04, 1.03]	[0.03, -0.19, 0.81]	[-0.08, -0.0, 0.95]	[-0.08, 0.0, 0.88]
262	[0.02, -0.11, -0.45, 0.07, -0.14, 0.04, -1.0]	[-0.09, 0.04, 1.02]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 0.95]	[-0.08, 0.0, 0.88]
263	[0.14, -0.06, -0.34, 0.07, -0.14, 0.04, -1.0]	[-0.08, 0.04, 1.02]	[0.03, -0.19, 0.81]	[-0.08, 0.0, 0.94]	[-0.08, 0.0, 0.88]
