step	action	robot0_eef_pos	nut0_pos	nut1_pos
159	[-0.2, 0.05, -0.69, 0.01, -0.01, -0.02, 1.0]	[0.17, 0.09, 0.9]	[0.22, 0.09, 0.9]	[10.57, 10.0, 0.01]
160	[-0.14, 0.02, -0.48, 0.02, -0.0, -0.02, 1.0]	[0.17, 0.09, 0.89]	[0.22, 0.1, 0.9]	[10.57, 10.0, 0.01]
161	[-0.18, -0.01, -0.43, 0.02, 0.0, -0.01, 1.0]	[0.17, 0.09, 0.89]	[0.22, 0.1, 0.89]	[10.57, 10.0, 0.01]
162	[-0.18, 0.12, -0.34, 0.02, 0.01, -0.02, 1.0]	[0.17, 0.09, 0.88]	[0.22, 0.1, 0.89]	[10.57, 10.0, 0.01]
163	[-0.21, 0.12, -0.34, 0.02, 0.01, -0.02, 1.0]	[0.17, 0.09, 0.88]	[0.22, 0.1, 0.88]	[10.57, 10.0, 0.01]
164	[-0.21, 0.11, -0.22, 0.02, 0.02, -0.02, -1.0]	[0.17, 0.09, 0.88]	[0.22, 0.1, 0.88]	[10.57, 10.0, 0.01]
165	[-0.13, 0.12, -0.13, 0.02, 0.02, -0.02, -1.0]	[0.17, 0.1, 0.88]	[0.22, 0.1, 0.88]	[10.57, 10.0, 0.01]
166	[-0.07, 0.01, -0.15, 0.02, 0.01, -0.02, -1.0]	[0.17, 0.1, 0.87]	[0.22, 0.1, 0.88]	[10.57, 10.0, 0.01]
167	[-0.03, -0.03, 0.0, 0.02, 0.02, -0.02, -1.0]	[0.17, 0.1, 0.87]	[0.22, 0.1, 0.88]	[10.57, 10.0, 0.01]
168	[-0.02, 0.01, 0.16, -0.0, 0.02, -0.02, -1.0]	[0.17, 0.1, 0.87]	[0.22, 0.1, 0.88]	[10.57, 10.0, 0.01]
169	[-0.02, -0.01, 0.23, 0.0, 0.02, -0.01, -1.0]	[0.17, 0.1, 0.88]	[0.23, 0.1, 0.87]	[10.57, 10.0, 0.01]
170	[-0.07, 0.04, 0.07, 0.0, 0.01, -0.01, -1.0]	[0.17, 0.1, 0.88]	[0.23, 0.1, 0.84]	[10.57, 10.0, 0.01]
171	[-0.11, 0.1, -0.06, 0.01, -0.0, -0.02, -1.0]	[0.17, 0.1, 0.88]	[0.24, 0.1, 0.83]	[10.57, 10.0, 0.01]
172	[-0.14, 0.04, 0.08, 0.02, -0.0, -0.02, -1.0]	[0.17, 0.1, 0.88]	[0.24, 0.1, 0.83]	[10.57, 10.0, 0.01]
173	[-0.26, 0.03, 0.06, 0.01, -0.01, -0.02, -1.0]	[0.17, 0.1, 0.88]	[0.24, 0.1, 0.83]	[10.57, 10.0, 0.01]
